#,"Country,Other",TotalCases,NewCases,TotalDeaths,NewDeaths,TotalRecovered,NewRecovered,ActiveCases,"Serious,Critical",Tot Cases/1M pop,Deaths/1M pop,TotalTests,"Tests/
1M pop",Population,Continent,1 Caseevery X ppl,1 Deathevery X ppl,1 Testevery X ppl,New Cases/1M pop,New Deaths/1M pop,Active Cases/1M pop
172,Timor-Leste,"22,957",,133,,"22,809",,15,,"16,773",97,"269,989","197,258","1,368,708",Asia,60,"10,291",5,,,11
173,Solomon Islands,"21,237",,149,,"16,357",,"4,731",1,"29,471",207,"5,117","7,101","720,598",Australia/Oceania,34,"4,836",141,,,"6,565"
174,Burkina Faso,"20,853",,382,,"20,439",,32,,946,17,"248,995","11,292","22,050,463",Africa,"1,057","57,724",89,,,1
175,Gibraltar,"19,633",,104,,"16,579",,"2,950",,"583,083","3,089","534,283","15,867,750","33,671",Europe,2,324,0,,,"87,612"
176,Nicaragua,"18,491",,225,,"4,225",,"14,041",,"2,726",33,,,"6,782,318",North America,367,"30,144",,,,"2,070"
177,Grenada,"18,376",,232,,"17,990",,154,4,"161,808","2,043","171,046","1,506,124","113,567",North America,6,490,1,,,"1,356"
178,San Marino,"18,236",,115,,"17,602",,519,4,"535,188","3,375","152,231","4,467,659","34,074",Europe,2,296,0,,,"15,232"
179,Liechtenstein,"18,032",+39,85,,"17,780",+35,167,,"470,232","2,217","102,174","2,664,459","38,347",Europe,2,451,0,"1,017",,"4,355"
180,Tajikistan,"17,786",,125,,"17,264",,397,,"1,785",13,,,"9,966,416",Asia,560,"79,731",,,,40
181,South Sudan,"17,722",,138,,"15,630",,"1,954",1,"1,547",12,"410,280","35,812","11,456,417",Africa,646,"83,018",28,,,171
182,Bermuda,"16,162",,140,,"15,793",,229,,"261,445","2,265","950,858","15,381,572","61,818",North America,4,442,0,,,"3,704"
183,Equatorial Guinea,"16,114",,183,,"15,754",,177,5,"10,777",122,"340,690","227,851","1,495,234",Africa,93,"8,171",4,,,118
184,Djibouti,"15,690",,189,,"15,427",,74,,"15,431",186,"305,941","300,898","1,016,759",Africa,65,"5,380",3,,,73
185,Samoa,"14,995",,29,,"1,605",,"13,361",4,"74,582",144,"160,411","797,854","201,053",Australia/Oceania,13,"6,933",1,,,"66,455"
186,Dominica,"14,852",,68,,"14,554",,230,,"205,297",940,"210,195","2,905,493","72,344",North America,5,"1,064",0,,,"3,179"
187,CAR,"14,649",,113,,"6,859",,"7,677",2,"2,931",23,"81,294","16,266","4,997,851",Africa,341,"44,229",61,,,"1,536"
188,Monaco,"13,100",,57,,"12,801",,242,4,"329,154","1,432","77,770","1,954,069","39,799",Europe,3,698,1,,,"6,081"
189,Tonga,"12,301",,12,,"12,120",,169,,"113,800",111,"535,009","4,949,525","108,093",Australia/Oceania,9,"9,008",0,,,"1,563"
190,Gambia,"12,002",,365,,"11,591",,46,,"4,702",143,"155,686","60,992","2,552,551",Africa,213,"6,993",16,,,18
191,Greenland,"11,971",,21,,"2,761",,"9,189",4,"210,139",369,"164,926","2,895,115","56,967",North America,5,"2,713",0,,,"161,304"
192,Yemen,"11,832",,"2,149",,"9,108",,575,23,380,69,"265,253","8,518","31,140,761",Asia,"2,632","14,491",117,,,18
193,Vanuatu,"11,447",+22,14,,"11,274",+76,159,,"35,604",44,"24,976","77,683","321,510",Australia/Oceania,28,"22,965",13,68,,495
194,Saint Martin,"10,668",,63,,"1,399",,"9,206",7,"266,793","1,576","112,382","2,810,534","39,986",North America,4,635,0,,,"230,231"
195,Sint Maarten,"10,601",,87,,"10,495",,19,10,"241,756","1,984","62,056","1,415,188","43,850",North America,4,504,1,,,433
196,Caribbean Netherlands,"10,400",,35,,"10,273",,92,,"389,353","1,310","30,126","1,127,850","26,711",North America,3,763,1,,,"3,444"
197,Eritrea,"9,805",,103,,"9,691",,11,,"2,690",28,"23,693","6,501","3,644,670",Africa,372,"35,385",154,,,3
198,Niger,"9,031",,310,,"8,628",,93,1,348,12,"254,538","9,805","25,960,317",Africa,"2,875","83,743",102,,,4
199,Antigua and Barbuda,"8,665",,141,,"8,486",,38,1,"87,040","1,416","18,901","189,861","99,552",North America,11,706,5,,,382
200,Guinea-Bissau,"8,369",,171,,"8,124",,74,6,"4,060",83,"144,183","69,954","2,061,098",Africa,246,"12,053",14,,,36
201,Comoros,"8,139",,160,,"7,933",,46,,"8,977",176,,,"906,678",Africa,111,"5,667",,,,51
202,Sierra Leone,"7,704",,125,,N/A,N/A,N/A,,928,15,"259,958","31,314","8,301,675",Africa,"1,078","66,413",32,,,332
203,Liberia,"7,497",,294,,"5,747",,"1,456",2,"1,416",56,"139,824","26,404","5,295,608",Africa,706,"18,012",38,,,275
204,Chad,"7,426",,193,,"4,874",,"2,359",,428,11,"191,341","11,016","17,369,204",Africa,"2,339","89,996",91,,,136
205,St. Vincent Grenadines,"7,023",,114,,"6,641",,268,,"62,905","1,021","100,269","898,106","111,645",North America,16,979,1,,,"2,400"
206,British Virgin Islands,"6,941",,63,,N/A,N/A,N/A,1,"226,578","2,057","104,909","3,424,594","30,634",North America,4,486,0,,,"2,514"
207,Turks and Caicos,"6,219",,36,,"6,131",,52,4,"156,394",905,"521,408","13,112,234","39,765",North America,6,"1,105",0,,,"1,308"
208,Saint Kitts and Nevis,"6,157",,43,,"5,901",,213,,"114,120",797,"100,854","1,869,328","53,952",North America,9,"1,255",1,,,"3,948"
209,Sao Tome and Principe,"6,064",,74,,"5,970",,20,,"26,678",326,"29,036","127,740","227,305",Africa,37,"3,072",8,,,88
210,Cook Islands,"5,774",,1,,"5,764",,9,,"328,143",57,"19,618","1,114,912","17,596",Australia/Oceania,3,"17,596",1,,,511
211,Palau,"5,237",,6,,"4,579",,652,1,"286,692",328,"61,019","3,340,395","18,267",Australia/Oceania,3,"3,045",0,,,"35,693"
212,Nauru,"4,849",+199,1,,741,+272,"4,107",,"442,427",91,"12,164","1,109,854","10,960",Australia/Oceania,2,"10,960",1,"18,157",,"374,726"
213,St. Barth,"4,630",,6,,N/A,N/A,N/A,,"465,935",604,"78,646","7,914,461","9,937",North America,2,"1,656",0,,,"418,839"
214,Anguilla,"3,476",,9,,"3,446",,21,4,"227,621",589,"51,382","3,364,678","15,271",North America,4,"1,697",0,,,"1,375"
215,Kiribati,"3,236",,13,,"2,665",,558,3,"26,284",106,,,"123,117",Australia/Oceania,38,"9,471",,,,"4,532"
216,Saint Pierre Miquelon,"2,779",,1,,"2,449",,329,1,"484,400",174,"24,116","4,203,591","5,737",North America,2,"5,737",0,,,"57,347"
217,Falkland Islands,"1,815",,,,N/A,N/A,N/A,,"492,805",,"8,632","2,343,742","3,683",South America,2,,0,,,"459,137"
218,Montserrat,"1,020",,8,,"1,008",,4,,"204,082","1,601","14,093","2,819,728","4,998",North America,5,625,0,,,800
219,Diamond Princess,712,,13,,699,,0,,,,,,,,,,,,,
220,Macao,461,+26,2,,83,,376,,691,3,"6,832","10,242","667,053",Asia,"1,447","333,527",98,39,,564
221,Wallis and Futuna,454,,7,,438,,9,,"41,863",645,"20,508","1,891,010","10,845",Australia/Oceania,24,"1,549",1,,,830
222,Micronesia,38,,,,33,,5,,324,,"21,923","186,680","117,436",Australia/Oceania,"3,090",,5,,,43
223,Marshall Islands,32,,,,18,,14,,533,,,,"59,989",Australia/Oceania,"1,875",,,,,233
224,Vatican City,29,,,,29,,0,,"36,025",,,,805,Europe,28,,,,,
225,Niue,20,,,,10,,10,,"12,136",,,,"1,648",Australia/Oceania,82,,,,,"6,068"
226,Western Sahara,10,,1,,9,,0,,16,2,,,"626,733",Africa,"62,673","626,733",,,,
227,MS Zaandam,9,,2,,7,,0,,,,,,,,,,,,,
228,Tuvalu,3,,,,,,3,,248,,,,"12,083",Australia/Oceania,"4,028",,,,,248
229,Saint Helena,2,,,,2,,0,,327,,,,"6,113",Africa,"3,057",,,,,
230,China,"226,035",+112,"5,226",,"220,199",+34,610,,157,4,"160,000,000","111,163","1,439,323,776",Asia,"6,368","275,416",9,0.08,,0.4
,Total:,"105,869,447","+4,271","1,488,760",+5,"99,408,072","+18,197","4,972,615","8,774",,,,,,North America,,,,,,
,Total:,"161,949,407","+96,595","1,440,370",+168,"156,399,727","+114,951","4,109,310","11,948",,,,,,Asia,,,,,,
,Total:,"60,006,132","+1,782","1,306,265",,"57,171,162",,"1,528,705","10,430",,,,,,South America,,,,,,
,Total:,"205,248,133","+37,918","1,856,995",+87,"196,070,353","+54,949","7,320,785","6,207",,,,,,Europe,,,,,,
,Total:,"9,994,777","+47,633","14,341",+68,"9,560,463","+9,344","419,973",155,,,,,,Australia/Oceania,,,,,,
,Total:,"12,347,606",+17,"256,000",,"11,523,694",,"567,912","1,022",,,,,,Africa,,,,,,
,Total:,721,,15,,706,,0,0,,,,,,,,,,,,
,Total:,"555,416,223","+188,216","6,362,746",+328,"530,134,177","+199,907","18,919,300","38,536","71,254.7",816.3,,,,All,,,,,,
